userID	movieID	rating	date_day	date_month	date_year	date_hour	date_minute	date_second	date_combined
175	51540	4.0	21	10	2007	20	8	9	2007-10-21
175	54286	5.0	19	8	2007	18	58	46	2007-08-19
190	150	4.5	29	6	2007	22	2	54	2007-06-29
190	260	5.0	9	10	2007	18	32	4	2007-10-09
190	316	3.5	9	10	2007	18	36	37	2007-10-09
190	356	4.0	9	10	2007	18	41	5	2007-10-09
190	500	2.0	9	10	2007	18	42	26	2007-10-09
190	586	2.0	28	11	2007	18	19	3	2007-11-28
190	592	1.0	2	7	2007	18	31	38	2007-07-02
190	593	0.5	18	10	2007	16	45	51	2007-10-18
190	736	3.0	2	7	2007	18	43	26	2007-07-02
190	858	1.0	9	10	2007	18	52	42	2007-10-09
190	919	4.0	2	7	2007	18	44	1	2007-07-02
190	924	3.5	2	7	2007	18	44	26	2007-07-02
190	1097	3.0	11	1	2008	19	19	18	2008-01-11
190	1136	4.5	29	6	2007	22	5	58	2007-06-29
190	1196	5.0	9	10	2007	18	32	9	2007-10-09
190	1527	3.5	9	10	2007	18	32	43	2007-10-09
190	1682	3.5	11	1	2008	19	17	56	2008-01-11
190	2396	2.0	9	10	2007	18	43	48	2007-10-09
190	2640	2.5	2	7	2007	18	33	12	2007-07-02
190	4022	4.5	29	6	2007	22	3	17	2007-06-29
190	4370	2.5	1	8	2007	18	47	27	2007-08-01
190	5816	3.0	28	11	2007	18	13	53	2007-11-28
190	6333	3.5	2	7	2007	18	38	11	2007-07-02
190	6373	3.0	9	10	2007	18	34	26	2007-10-09
190	6537	3.0	28	11	2007	18	17	59	2007-11-28
190	6539	5.0	28	5	2007	17	3	56	2007-05-28
190	6874	3.0	28	11	2007	18	18	50	2007-11-28
190	7143	2.5	5	1	2008	22	40	2	2008-01-05
190	7438	1.5	28	11	2007	18	21	58	2007-11-28
190	34405	5.0	9	10	2007	18	31	57	2007-10-09
190	36529	2.0	9	10	2007	18	25	13	2007-10-09
190	40815	4.0	1	8	2007	18	46	3	2007-08-01
190	45499	3.0	2	7	2007	18	38	49	2007-07-02
190	46530	2.0	28	6	2007	17	56	41	2007-06-28
190	48394	3.5	23	3	2007	20	52	53	2007-03-23
190	50872	3.5	19	11	2007	18	8	46	2007-11-19
190	51662	4.0	26	3	2007	20	18	50	2007-03-26
190	52722	2.5	2	7	2007	18	35	39	2007-07-02
190	53125	4.0	28	5	2007	17	3	8	2007-05-28
190	53464	3.0	19	11	2007	18	7	49	2007-11-19
190	53996	4.0	31	10	2007	15	36	32	2007-10-31
190	54001	4.5	23	7	2007	21	41	28	2007-07-23
267	296	2.5	10	10	2007	22	38	45	2007-10-10
267	356	4.0	10	10	2007	22	38	53	2007-10-10
267	750	3.0	10	10	2007	22	46	55	2007-10-10
267	858	2.5	10	10	2007	22	46	0	2007-10-10
267	1221	3.0	10	10	2007	23	7	23	2007-10-10
267	3994	3.0	10	10	2007	22	54	23	2007-10-10
267	6333	2.5	10	10	2007	22	50	4	2007-10-10
267	6365	3.5	10	10	2007	22	50	53	2007-10-10
267	6539	2.5	10	10	2007	22	48	37	2007-10-10
267	33493	2.0	10	10	2007	22	49	40	2007-10-10
267	44555	4.0	6	11	2007	19	46	32	2007-11-06
267	48385	0.5	10	10	2007	22	51	12	2007-10-10
267	48774	3.0	10	10	2007	23	8	42	2007-10-10
267	51540	2.5	10	10	2007	22	55	13	2007-10-10
267	52328	3.5	10	10	2007	23	20	23	2007-10-10
267	54286	2.5	10	10	2007	23	21	5	2007-10-10
325	50	4.5	9	8	2007	3	55	52	2007-08-09
325	1201	3.5	1	3	2007	11	3	30	2007-03-01
325	1682	2.5	9	8	2007	3	56	12	2007-08-09
325	45720	3.5	1	3	2007	10	55	17	2007-03-01
325	46972	2.0	22	7	2007	23	9	12	2007-07-22
325	47629	5.0	1	3	2007	10	54	54	2007-03-01
325	50872	3.5	21	1	2008	21	19	18	2008-01-21
325	51084	2.5	1	3	2007	10	56	6	2007-03-01
325	51255	4.5	9	8	2007	3	55	56	2007-08-09
383	6	3.0	11	4	2007	6	15	41	2007-04-11
383	32	2.0	11	4	2007	6	0	53	2007-04-11
383	111	4.0	11	4	2007	6	16	39	2007-04-11
383	165	0.5	24	12	2007	7	48	3	2007-12-24
383	185	1.0	11	4	2007	6	14	40	2007-04-11
383	208	2.5	11	4	2007	6	14	31	2007-04-11
383	253	3.0	11	4	2007	6	14	27	2007-04-11
383	292	3.0	11	4	2007	6	13	42	2007-04-11
383	296	4.0	11	4	2007	6	5	1	2007-04-11
383	316	1.0	11	4	2007	6	12	41	2007-04-11
383	357	3.0	11	4	2007	6	13	57	2007-04-11
383	367	0.5	11	4	2007	6	13	17	2007-04-11
383	380	0.5	11	4	2007	6	0	22	2007-04-11
383	457	4.5	24	12	2007	7	49	17	2007-12-24
383	539	3.5	11	4	2007	6	13	46	2007-04-11
383	541	4.5	11	4	2007	6	15	49	2007-04-11
383	586	0.5	11	4	2007	6	15	38	2007-04-11
383	587	1.5	11	4	2007	6	13	39	2007-04-11
383	589	1.0	11	4	2007	6	0	18	2007-04-11
383	597	1.0	11	4	2007	6	13	5	2007-04-11
383	608	4.0	24	12	2007	7	48	7	2007-12-24
383	733	1.5	11	4	2007	6	13	3	2007-04-11
383	736	1.5	11	4	2007	6	12	33	2007-04-11
383	788	0.5	11	4	2007	6	18	35	2007-04-11
383	858	4.0	11	4	2007	6	12	48	2007-04-11
383	919	4.0	11	4	2007	6	17	8	2007-04-11
383	924	4.5	11	4	2007	6	17	28	2007-04-11
383	1073	3.0	11	4	2007	6	14	3	2007-04-11
383	1193	4.5	11	4	2007	6	15	9	2007-04-11
383	1214	4.0	11	4	2007	6	15	34	2007-04-11
383	1221	4.0	11	4	2007	6	16	43	2007-04-11
383	1265	4.0	11	4	2007	6	14	53	2007-04-11
383	1307	4.0	11	4	2007	6	17	22	2007-04-11
383	1393	3.0	11	4	2007	6	17	10	2007-04-11
383	1527	4.0	11	4	2007	6	16	55	2007-04-11
383	1580	3.0	11	4	2007	6	13	51	2007-04-11
383	1584	3.5	11	4	2007	6	18	44	2007-04-11
383	1610	3.5	11	4	2007	6	18	18	2007-04-11
383	1617	4.0	11	4	2007	6	14	42	2007-04-11
383	1784	4.0	11	4	2007	6	17	58	2007-04-11
383	1923	3.0	11	4	2007	6	16	46	2007-04-11
383	1961	3.5	11	4	2007	6	16	31	2007-04-11
383	2028	3.0	11	4	2007	6	12	59	2007-04-11
383	2628	3.0	11	4	2007	6	14	48	2007-04-11
383	2683	0.5	11	4	2007	6	16	59	2007-04-11
383	2706	1.0	11	4	2007	6	18	49	2007-04-11
383	2716	1.5	11	4	2007	6	15	45	2007-04-11
383	2858	4.0	11	4	2007	6	12	28	2007-04-11
383	2997	4.0	11	4	2007	6	16	35	2007-04-11
383	3578	3.5	11	4	2007	6	4	25	2007-04-11
383	3793	0.5	11	4	2007	6	17	38	2007-04-11
383	3996	3.5	11	4	2007	6	17	34	2007-04-11
383	4886	3.0	11	4	2007	6	4	51	2007-04-11
383	4973	5.0	24	12	2007	7	53	1	2007-12-24
383	4993	4.0	11	4	2007	6	16	14	2007-04-11
383	4995	4.0	24	12	2007	7	48	29	2007-12-24
383	5618	5.0	24	12	2007	7	50	55	2007-12-24
383	5952	4.0	11	4	2007	6	17	25	2007-04-11
383	5989	3.5	24	12	2007	7	48	34	2007-12-24
383	33493	3.5	24	12	2007	7	47	52	2007-12-24
383	33794	3.0	11	4	2007	6	4	29	2007-04-11
383	45720	3.5	11	4	2007	6	1	44	2007-04-11
383	46578	4.0	11	4	2007	6	20	22	2007-04-11
476	923	4.5	30	7	2007	7	44	33	2007-07-30
476	8961	4.0	12	1	2007	5	25	58	2007-01-12
476	48394	4.0	30	7	2007	10	14	28	2007-07-30
476	49272	4.5	12	1	2007	5	24	35	2007-01-12
476	51255	2.0	30	7	2007	7	40	57	2007-07-30
476	51540	4.0	30	7	2007	10	14	32	2007-07-30
476	54272	4.0	30	7	2007	7	37	4	2007-07-30
477	47	4.5	28	8	2007	17	3	46	2007-08-28
477	50	5.0	28	8	2007	16	55	7	2007-08-28
477	165	4.5	28	8	2007	16	58	2	2007-08-28
477	260	4.0	28	8	2007	16	51	10	2007-08-28
477	293	5.0	28	8	2007	17	1	10	2007-08-28
477	296	4.0	28	8	2007	17	0	34	2007-08-28
477	318	5.0	28	8	2007	16	54	48	2007-08-28
477	527	5.0	28	8	2007	16	54	43	2007-08-28
477	541	4.5	28	8	2007	17	0	8	2007-08-28
477	588	4.0	28	8	2007	16	46	26	2007-08-28
477	593	5.0	28	8	2007	17	1	38	2007-08-28
477	858	5.0	28	8	2007	16	54	39	2007-08-28
477	903	4.0	28	8	2007	17	3	4	2007-08-28
477	912	4.5	28	8	2007	17	0	45	2007-08-28
477	924	5.0	28	8	2007	16	39	36	2007-08-28
477	1036	5.0	28	8	2007	16	57	54	2007-08-28
477	1080	4.0	28	8	2007	17	7	35	2007-08-28
477	1089	4.0	28	8	2007	17	1	31	2007-08-28
477	1090	4.0	28	8	2007	17	7	52	2007-08-28
477	1136	5.0	28	8	2007	16	59	23	2007-08-28
477	1193	4.5	28	8	2007	16	59	57	2007-08-28
477	1196	4.5	28	8	2007	16	51	25	2007-08-28
477	1197	3.5	28	8	2007	17	0	32	2007-08-28
477	1198	5.0	28	8	2007	16	58	34	2007-08-28
477	1200	4.5	28	8	2007	17	1	51	2007-08-28
477	1201	4.5	28	8	2007	16	59	40	2007-08-28
477	1210	4.5	28	8	2007	16	51	28	2007-08-28
477	1213	4.5	28	8	2007	16	59	43	2007-08-28
477	1214	4.5	28	8	2007	17	0	39	2007-08-28
477	1219	4.5	28	8	2007	17	2	47	2007-08-28
477	1221	4.5	28	8	2007	16	58	48	2007-08-28
477	1222	4.5	28	8	2007	17	0	54	2007-08-28
477	1225	5.0	28	8	2007	17	5	53	2007-08-28
477	1291	5.0	28	8	2007	17	0	19	2007-08-28
477	1370	2.5	28	8	2007	16	57	59	2007-08-28
477	1608	4.5	28	8	2007	16	45	15	2007-08-28
477	1617	4.0	28	8	2007	17	1	24	2007-08-28
477	2028	4.0	28	8	2007	17	3	43	2007-08-28
477	2329	4.0	28	8	2007	16	59	32	2007-08-28
477	2571	4.5	28	8	2007	16	59	19	2007-08-28
477	2628	2.5	28	8	2007	16	51	16	2007-08-28
477	2762	4.5	28	8	2007	17	3	54	2007-08-28
477	2791	4.5	28	8	2007	16	45	41	2007-08-28
477	2959	4.5	28	8	2007	17	0	17	2007-08-28
477	3949	4.0	28	8	2007	17	8	16	2007-08-28
477	3996	4.0	28	8	2007	17	6	36	2007-08-28
477	4226	4.5	28	8	2007	16	58	58	2007-08-28
477	4370	3.5	28	8	2007	16	42	16	2007-08-28
477	4896	4.5	28	8	2007	16	50	56	2007-08-28
477	4993	4.5	28	8	2007	16	52	2	2007-08-28
477	5378	3.0	28	8	2007	16	51	20	2007-08-28
477	5618	5.0	28	8	2007	16	58	43	2007-08-28
477	5816	4.5	28	8	2007	16	50	37	2007-08-28
477	5952	4.5	28	8	2007	16	52	6	2007-08-28
477	5995	4.5	28	8	2007	17	2	41	2007-08-28
477	6016	4.5	28	8	2007	16	54	36	2007-08-28
477	6502	4.5	28	8	2007	16	40	39	2007-08-28
477	7090	5.0	28	8	2007	17	3	30	2007-08-28
477	7153	5.0	28	8	2007	16	52	5	2007-08-28
477	7361	3.5	28	8	2007	17	0	14	2007-08-28
477	8368	4.5	28	8	2007	16	50	51	2007-08-28
477	8874	4.5	28	8	2007	17	8	22	2007-08-28
477	8961	4.5	28	8	2007	17	0	58	2007-08-28
477	30749	5.0	28	8	2007	16	59	46	2007-08-28
477	32587	4.0	28	8	2007	17	8	25	2007-08-28
477	33493	3.5	28	8	2007	16	51	13	2007-08-28
477	33794	4.5	28	8	2007	16	59	38	2007-08-28
477	34405	5.0	28	8	2007	16	55	37	2007-08-28
477	35836	3.0	28	8	2007	16	41	20	2007-08-28
477	36529	4.5	28	8	2007	16	52	16	2007-08-28
477	39292	3.5	28	8	2007	17	4	40	2007-08-28
477	40815	4.5	28	8	2007	16	50	39	2007-08-28
477	41997	4.0	28	8	2007	17	7	39	2007-08-28
477	44191	4.0	28	8	2007	17	4	1	2007-08-28
477	44195	4.0	28	8	2007	17	2	52	2007-08-28
477	44199	4.0	28	8	2007	17	4	44	2007-08-28
477	46578	4.0	28	8	2007	17	4	53	2007-08-28
477	48394	5.0	28	8	2007	16	59	0	2007-08-28
477	48516	5.0	28	8	2007	16	59	8	2007-08-28
477	48774	5.0	28	8	2007	17	1	55	2007-08-28
477	48780	4.5	28	8	2007	17	0	28	2007-08-28
477	49272	4.5	28	8	2007	17	1	14	2007-08-28
477	49530	3.5	28	8	2007	17	4	18	2007-08-28
477	50068	5.0	28	8	2007	16	59	16	2007-08-28
477	51086	0.5	28	8	2007	16	49	14	2007-08-28
477	51255	3.5	28	8	2007	16	58	56	2007-08-28
477	51662	4.5	28	8	2007	16	49	19	2007-08-28
477	52245	3.5	28	8	2007	16	37	55	2007-08-28
477	52281	4.5	28	8	2007	16	58	51	2007-08-28
477	53972	4.0	28	8	2007	16	57	38	2007-08-28
477	53996	4.0	28	8	2007	16	57	15	2007-08-28
477	54001	4.0	28	8	2007	16	50	41	2007-08-28
498	19	1.5	28	8	2007	17	57	51	2007-08-28
498	344	3.0	28	8	2007	17	57	51	2007-08-28
498	924	4.0	28	8	2007	17	51	59	2007-08-28
498	1127	3.0	28	8	2007	17	57	28	2007-08-28
498	1203	4.0	28	8	2007	17	51	3	2007-08-28
498	1333	4.0	28	8	2007	17	32	47	2007-08-28
498	1729	2.5	28	8	2007	17	33	8	2007-08-28
498	2424	2.5	28	8	2007	17	33	26	2007-08-28
498	4246	3.0	28	8	2007	17	32	54	2007-08-28
498	4370	2.0	28	8	2007	17	55	4	2007-08-28
498	5377	4.0	28	8	2007	17	55	31	2007-08-28
498	6502	3.5	28	8	2007	17	52	36	2007-08-28
498	51662	4.0	28	8	2007	17	48	55	2007-08-28
498	52245	3.5	28	8	2007	17	49	32	2007-08-28
533	1073	3.5	26	8	2007	19	12	12	2007-08-26
533	1573	3.5	28	2	2007	21	11	56	2007-02-28
533	3527	2.5	22	7	2007	2	31	55	2007-07-22
533	3897	3.0	22	7	2007	2	36	59	2007-07-22
533	4975	3.0	26	8	2007	19	13	39	2007-08-26
533	8636	4.5	28	5	2007	19	11	7	2007-05-28
533	27904	3.5	18	2	2007	5	22	37	2007-02-18
533	33679	3.0	5	8	2007	2	5	53	2007-08-05
533	46578	3.0	28	2	2007	20	46	7	2007-02-28
533	47610	3.5	28	2	2007	20	47	5	2007-02-28
533	48043	4.5	26	8	2007	19	15	26	2007-08-26
533	48082	2.0	18	6	2007	0	42	40	2007-06-18
533	48394	4.0	14	2	2007	20	58	3	2007-02-14
533	48516	4.0	28	2	2007	20	17	58	2007-02-28
533	48774	3.5	15	2	2007	0	56	6	2007-02-15
533	48780	3.5	18	2	2007	5	22	15	2007-02-18
533	49272	4.0	26	8	2007	19	11	36	2007-08-26
533	51077	1.5	24	8	2007	20	44	20	2007-08-24
533	51255	3.5	28	5	2007	19	10	43	2007-05-28
533	52722	3.0	28	5	2007	19	11	12	2007-05-28
533	52973	3.5	16	9	2007	4	6	54	2007-09-16
533	54001	3.0	20	7	2007	22	11	5	2007-07-20
533	54272	4.0	2	8	2007	20	55	9	2007-08-02
533	54286	4.0	26	8	2007	19	10	25	2007-08-26
548	260	5.0	28	8	2007	19	34	57	2007-08-28
548	296	4.0	28	8	2007	19	37	53	2007-08-28
548	318	5.0	28	8	2007	19	34	36	2007-08-28
548	457	4.5	28	8	2007	19	34	29	2007-08-28
548	539	4.5	28	8	2007	19	30	27	2007-08-28
548	1196	4.5	28	8	2007	19	35	8	2007-08-28
548	1198	4.5	28	8	2007	19	34	47	2007-08-28
548	1210	4.0	28	8	2007	19	35	14	2007-08-28
548	1307	4.5	28	8	2007	19	30	37	2007-08-28
548	1485	3.5	28	8	2007	19	40	34	2007-08-28
548	1584	4.5	28	8	2007	19	29	34	2007-08-28
548	1610	4.0	28	8	2007	19	34	8	2007-08-28
548	2502	4.5	28	8	2007	19	41	19	2007-08-28
548	2797	4.0	28	8	2007	19	33	41	2007-08-28
548	2918	4.5	28	8	2007	23	59	52	2007-08-28
548	3052	3.5	28	8	2007	19	16	44	2007-08-28
548	4896	4.5	28	8	2007	19	45	29	2007-08-28
636	50	3.5	15	6	2007	23	25	31	2007-06-15
636	648	2.5	13	6	2007	21	59	26	2007-06-13
636	1213	4.0	29	9	2007	9	8	30	2007-09-29
636	1270	3.5	1	1	2008	19	0	13	2008-01-01
636	1729	3.0	25	2	2007	9	33	40	2007-02-25
636	3033	1.5	21	10	2007	8	30	47	2007-10-21
636	3147	3.0	21	10	2007	10	10	51	2007-10-21
636	3481	2.0	27	1	2008	8	24	55	2008-01-27
636	3623	2.0	19	6	2007	22	6	15	2007-06-19
636	3793	2.5	23	2	2007	21	16	6	2007-02-23
636	4246	2.5	3	1	2008	21	48	21	2008-01-03
636	6333	3.0	16	8	2007	23	27	41	2007-08-16
636	47629	3.5	22	7	2007	22	27	1	2007-07-22
636	48516	3.0	16	9	2007	16	46	46	2007-09-16
636	49272	3.5	21	1	2007	12	14	2	2007-01-21
636	49822	3.5	9	9	2007	9	56	29	2007-09-09
636	51084	2.0	31	7	2007	16	10	41	2007-07-31
636	54272	4.0	9	8	2007	17	25	16	2007-08-09
636	54286	4.0	25	12	2007	9	39	44	2007-12-25
728	296	5.0	29	8	2007	15	26	39	2007-08-29
728	589	4.0	29	8	2007	15	43	33	2007-08-29
728	1089	4.0	29	8	2007	15	28	8	2007-08-29
728	1196	4.0	29	8	2007	15	38	0	2007-08-29
728	1210	4.0	29	8	2007	15	29	13	2007-08-29
728	1240	4.0	29	8	2007	15	44	1	2007-08-29
728	1729	4.5	29	8	2007	15	27	54	2007-08-29
728	1954	4.0	29	8	2007	15	45	30	2007-08-29
728	2023	4.0	29	8	2007	15	3	15	2007-08-29
728	2028	4.0	29	8	2007	15	41	9	2007-08-29
728	2571	5.0	29	8	2007	15	37	0	2007-08-29
728	3793	4.0	29	8	2007	15	48	4	2007-08-29
728	4011	5.0	29	8	2007	15	30	58	2007-08-29
728	4262	4.0	29	8	2007	15	33	37	2007-08-29
728	5349	4.0	29	8	2007	15	47	16	2007-08-29
728	5418	5.0	29	8	2007	15	25	58	2007-08-29
728	5445	5.0	29	8	2007	15	46	6	2007-08-29
728	6874	5.0	29	8	2007	15	28	2	2007-08-29
728	7438	5.0	29	8	2007	15	28	5	2007-08-29
728	8665	5.0	29	8	2007	15	26	16	2007-08-29
728	32587	2.0	29	8	2007	15	28	11	2007-08-29
728	38061	4.0	29	8	2007	15	33	3	2007-08-29
728	41569	1.5	29	8	2007	15	47	48	2007-08-29
728	49272	5.0	29	8	2007	15	35	49	2007-08-29
728	51662	5.0	29	8	2007	15	17	16	2007-08-29
728	53996	4.0	29	8	2007	15	46	16	2007-08-29
783	150	3.5	26	1	2007	20	8	31	2007-01-26
783	260	3.5	26	1	2007	20	7	13	2007-01-26
783	344	3.0	26	1	2007	20	7	50	2007-01-26
783	357	3.5	26	1	2007	20	15	13	2007-01-26
783	367	3.5	26	1	2007	20	10	20	2007-01-26
783	377	4.0	26	1	2007	20	5	30	2007-01-26
783	380	2.0	26	1	2007	20	9	41	2007-01-26
783	457	4.0	26	1	2007	20	9	26	2007-01-26
783	480	2.0	26	1	2007	20	10	11	2007-01-26
783	539	3.5	26	1	2007	20	9	17	2007-01-26
783	541	4.5	26	1	2007	20	16	41	2007-01-26
783	587	3.5	26	1	2007	20	8	25	2007-01-26
783	588	4.0	26	1	2007	20	4	28	2007-01-26
783	593	0.5	26	1	2007	20	4	20	2007-01-26
783	608	4.5	26	1	2007	20	3	45	2007-01-26
783	736	3.5	26	1	2007	20	8	44	2007-01-26
783	912	4.0	26	1	2007	20	13	40	2007-01-26
783	924	1.0	26	1	2007	20	19	53	2007-01-26
783	1136	3.5	26	1	2007	20	11	22	2007-01-26
783	1196	4.0	26	1	2007	20	4	50	2007-01-26
783	1198	2.5	26	1	2007	20	5	44	2007-01-26
783	1214	2.0	26	1	2007	20	11	8	2007-01-26
783	1220	4.5	26	1	2007	20	15	50	2007-01-26
783	1265	4.5	26	1	2007	20	8	36	2007-01-26
783	1270	4.0	26	1	2007	20	6	5	2007-01-26
783	1307	3.5	26	1	2007	20	11	50	2007-01-26
783	1391	1.0	26	1	2007	20	20	4	2007-01-26
783	1580	2.5	26	1	2007	20	3	39	2007-01-26
783	1721	2.5	26	1	2007	20	5	0	2007-01-26
783	1923	2.5	26	1	2007	20	10	33	2007-01-26
783	1961	2.5	26	1	2007	20	8	19	2007-01-26
783	2011	3.0	26	1	2007	20	14	50	2007-01-26
783	2012	3.5	26	1	2007	20	12	27	2007-01-26
783	2115	2.5	26	1	2007	20	13	48	2007-01-26
783	2174	2.0	26	1	2007	20	10	41	2007-01-26
783	2321	3.0	26	1	2007	20	17	22	2007-01-26
783	2396	3.5	26	1	2007	20	5	24	2007-01-26
783	2571	3.5	26	1	2007	20	7	3	2007-01-26
783	2628	2.5	26	1	2007	20	6	20	2007-01-26
783	2692	3.5	26	1	2007	20	16	36	2007-01-26
783	2716	4.0	26	1	2007	20	6	14	2007-01-26
783	2916	3.0	26	1	2007	20	9	32	2007-01-26
783	2987	3.5	26	1	2007	20	8	10	2007-01-26
783	2997	1.5	26	1	2007	20	6	55	2007-01-26
783	3052	1.5	26	1	2007	20	18	46	2007-01-26
783	3253	3.0	26	1	2007	20	18	56	2007-01-26
783	3481	2.0	26	1	2007	20	12	3	2007-01-26
783	3751	4.0	26	1	2007	20	28	23	2007-01-26
783	3996	3.5	26	1	2007	20	4	41	2007-01-26
783	4246	3.0	26	1	2007	20	32	4	2007-01-26
783	4306	4.5	26	1	2007	20	7	44	2007-01-26
783	4886	4.0	26	1	2007	20	6	36	2007-01-26
783	4896	3.0	26	1	2007	20	14	26	2007-01-26
783	4973	3.0	26	1	2007	20	5	18	2007-01-26
783	4993	4.5	26	1	2007	20	6	24	2007-01-26
783	4995	1.0	26	1	2007	20	4	8	2007-01-26
783	5218	1.5	26	1	2007	20	16	6	2007-01-26
783	5377	3.0	26	1	2007	20	20	36	2007-01-26
783	5418	3.5	26	1	2007	20	8	0	2007-01-26
783	5459	2.0	26	1	2007	20	19	15	2007-01-26
783	5618	2.5	26	1	2007	20	18	9	2007-01-26
783	5816	3.0	26	1	2007	20	6	49	2007-01-26
783	5952	4.0	26	1	2007	20	7	41	2007-01-26
783	6377	4.0	26	1	2007	20	9	36	2007-01-26
783	6539	3.0	26	1	2007	20	5	56	2007-01-26
783	6807	3.5	26	1	2007	20	14	0	2007-01-26
783	6863	2.5	26	1	2007	20	16	29	2007-01-26
783	6942	4.5	26	1	2007	20	28	2	2007-01-26
783	7147	2.5	26	1	2007	20	9	10	2007-01-26
783	7293	4.5	26	1	2007	20	33	19	2007-01-26
783	7361	3.5	26	1	2007	20	3	52	2007-01-26
783	8360	2.5	26	1	2007	20	13	8	2007-01-26
783	8636	1.5	26	1	2007	20	12	33	2007-01-26
783	8665	3.0	26	1	2007	20	9	21	2007-01-26
783	8784	3.5	26	1	2007	20	19	7	2007-01-26
783	8874	2.0	26	1	2007	20	17	48	2007-01-26
783	8961	5.0	26	1	2007	20	3	22	2007-01-26
783	30810	1.5	26	1	2007	20	28	29	2007-01-26
783	33679	3.0	26	1	2007	20	38	34	2007-01-26
783	33794	2.5	26	1	2007	20	6	42	2007-01-26
783	34162	2.5	26	1	2007	20	13	5	2007-01-26
783	40815	3.0	26	1	2007	20	8	54	2007-01-26
783	41569	2.5	26	1	2007	20	12	44	2007-01-26
783	44191	5.0	26	1	2007	20	3	33	2007-01-26
788	1	4.0	31	8	2007	11	49	0	2007-08-31
788	2	4.5	31	8	2007	12	33	56	2007-08-31
788	6	4.5	31	8	2007	8	55	48	2007-08-31
788	10	3.5	31	8	2007	12	8	40	2007-08-31
788	19	3.5	31	8	2007	12	34	31	2007-08-31
788	32	4.5	31	8	2007	11	53	18	2007-08-31
788	34	4.0	31	8	2007	12	2	7	2007-08-31
788	47	5.0	31	8	2007	8	26	31	2007-08-31
788	50	4.5	29	8	2007	19	5	30	2007-08-29
788	110	4.5	31	8	2007	8	26	37	2007-08-31
788	153	3.5	31	8	2007	11	55	5	2007-08-31
788	165	4.0	31	8	2007	11	54	52	2007-08-31
788	208	4.0	31	8	2007	12	11	47	2007-08-31
788	231	4.0	31	8	2007	12	3	25	2007-08-31
788	288	4.0	31	8	2007	12	27	48	2007-08-31
788	292	4.0	31	8	2007	12	9	47	2007-08-31
788	293	4.5	31	8	2007	12	32	22	2007-08-31
788	318	4.5	31	8	2007	8	19	17	2007-08-31
788	344	4.5	31	8	2007	11	53	58	2007-08-31
788	353	4.5	31	8	2007	14	46	40	2007-08-31
788	356	4.5	31	8	2007	8	43	48	2007-08-31
788	364	5.0	31	8	2007	9	0	3	2007-08-31
788	367	4.0	31	8	2007	12	3	31	2007-08-31
788	377	4.5	31	8	2007	11	53	42	2007-08-31
788	380	4.5	31	8	2007	11	49	28	2007-08-31
788	434	3.5	31	8	2007	12	9	51	2007-08-31
788	457	4.0	31	8	2007	11	48	27	2007-08-31
788	480	4.5	31	8	2007	11	38	2	2007-08-31
788	500	4.0	31	8	2007	12	2	56	2007-08-31
788	508	4.0	31	8	2007	12	46	12	2007-08-31
788	527	5.0	31	8	2007	8	39	47	2007-08-31
788	551	3.5	31	8	2007	13	5	18	2007-08-31
788	586	4.0	31	8	2007	12	27	10	2007-08-31
788	587	4.5	31	8	2007	9	24	30	2007-08-31
788	588	4.0	31	8	2007	11	52	44	2007-08-31
788	589	5.0	31	8	2007	8	44	37	2007-08-31
